nome_wiki,dob_wiki,nacionalidade_wiki,nivel_match,UID,Inf,Name,DoB,Nat,Division,Club,Based,Preferred Foot,Right Foot,Left Foot,Position,Height,Weight,Age,Transfer Value,Wage,AT Apps,AT Gls,Team,Caps,Yth Apps,Style,Rc Injury,Best Role,Best Duty,Best Pos,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Com,Cmp,Cnt,Cor,Cro,Dec,Det,Dri,Ecc,Fin,Fir,Fla,Fre,Han,Hea,Jum,Kic,Ldr,Lon,L Th,Mar,Nat .1,OtB,1v1,Pac,Pas,Pen,Pos,Pun,Ref,TRO,Sta,Str,Tck,Tea,Tec,Thr,Vis,Wor,dob_iso,dob_date,name_norm
Ricardo Rodriguez,1992-08-25,Suíça,1,98003635,Wnt,Ricardo Rodríguez,25/8/1992 (29 years old),SUI,Italian Serie A,Torino,Italy (Serie A),Left,Weak,Very Strong,"D (LC), WB (L)",182 cm,77 kg,29,€7M - €8.8M,"€232,000 p/m",331,22,Main,98,4,Technical,-,Full-Back,Support,D (L),13,2,11,13,13,14,14,2,2,13,14,13,14,13,13,10,2,8,13,10,14,3,10,12,3,12,12,16,13,17,11,1,12,13,13,14,3,3,3,13,13,14,14,13,2,12,12,1992-08-25,1992-08-25,ricardo rodriguez
Fabian Schär,1991-12-20,Suíça,1,98007212,,Fabian Schär,20/12/1991 (30 years old),SUI,English Premier Division,Newcastle,England (Premier Division),Right,Very Strong,Fairly Strong,D (C),188 cm,84 kg,30,€33M - €49M,"€226,000 p/m",269,30,Main,71,5,Technical,-,Ball Playing Defender,Defend,D (C),10,3,17,10,13,12,13,1,2,14,14,6,9,12,12,12,3,10,13,9,12,2,15,14,1,11,12,8,15,12,9,2,13,13,14,15,2,3,1,13,15,15,16,12,1,14,12,1991-12-20,1991-12-20,fabian schar
Manuel Akanji,1995-07-19,Suíça,1,98031331,,Manuel Akanji,19/7/1995 (26 years old),SUI,English Premier Division,Man City,England (Premier Division),Either,Very Strong,Strong,D (C),187 cm,91 kg,26,€44M - €49M,"€452,000 p/m",200,10,Main,41,6,Technical,Torn hamstring,Ball Playing Defender,Defend,D (C),14,1,13,13,15,13,16,3,1,16,16,4,8,13,14,11,1,6,13,9,9,3,13,15,1,10,11,12,15,13,9,2,16,13,8,13,2,4,1,14,17,16,14,12,3,13,13,1995-07-19,1995-07-19,manuel akanji
Nico Elvedi,1996-09-30,Suíça,1,98033057,Wnt,Nico Elvedi,30/9/1996 (25 years old),SUI,Bundesliga,Borussia M'gladbach,Germany (Bundesliga),Right,Very Strong,Fairly Strong,D (RLC),189 cm,84 kg,25,€12M - €14M,"€249,000 p/m",248,10,Main,38,1,Technical,-,Ball Playing Defender,Defend,D (C),13,3,13,11,13,15,13,3,3,14,14,4,8,13,12,9,1,7,12,7,4,3,14,15,3,11,6,8,14,13,10,4,15,14,7,14,1,2,3,14,13,14,16,12,2,12,12,1996-09-30,1996-09-30,nico elvedi
Silvan Widmer,1993-03-05,Suíça,1,98010781,,Silvan Widmer,5/3/1993 (29 years old),SUI,Bundesliga,Mainz 05,Germany (Bundesliga),Right,Very Strong,Reasonable,D/WB (R),183 cm,79 kg,29,€8.8M - €10.5M,"€133,000 p/m",309,23,Main,31,17,Leader,-,Full-Back,Attack,D (R),14,1,13,12,13,13,14,2,3,12,12,4,13,12,16,11,2,10,12,11,3,2,12,11,3,15,10,17,12,18,15,2,15,12,5,12,2,3,1,16,12,13,15,12,2,11,17,1993-03-05,1993-03-05,silvan widmer
Eray Cömert,1998-02-04,Suíça,1,98033710,,Eray Cömert,4/2/1998 (24 years old),SUI,Spanish First Division,Valencia,Spain (First Division),Right,Very Strong,Fairly Strong,D (C),183 cm,80 kg,24,€100K - €6.4M,"€40,000 p/m",147,6,Main,9,9,Technical,-,Ball Playing Defender,Defend,D (C),11,4,14,12,14,13,14,3,1,13,11,5,7,12,12,11,3,6,13,8,12,3,13,12,4,12,13,7,14,13,8,2,12,13,11,12,2,1,2,15,13,16,14,13,3,11,12,1998-02-04,1998-02-04,eray comert
Xherdan Shaqiri,1991-10-10,Suíça,1,98003827,,Xherdan Shaqiri,10/10/1991 (30 years old),SUI,Major League Soccer,Chicago,U.S.A. (MLS),Left Only,Weak,Very Strong,AM (RLC),169 cm,72 kg,30,€5.6M - €7.2M,"€685,000 p/m",336,67,Main,106,7,Technical,Pulled hamstring,Inside Forward,Support,AM (R),13,3,11,15,12,17,11,2,3,16,12,14,16,14,12,15,3,12,17,16,14,2,6,6,1,11,14,6,6,12,14,1,13,15,12,8,2,2,4,14,13,7,11,15,2,16,10,1991-10-10,1991-10-10,xherdan shaqiri
Granit Xhaka,1992-09-27,Suíça,1,98003821,,Granit Xhaka,27/9/1992 (29 years old),SUI,English Premier Division,Arsenal,England (Premier Division),Left,Reasonable,Very Strong,"DM, M (C)",185 cm,82 kg,29,€88M - €105M,"€503,000 p/m",377,29,Main,104,5,Creative,-,Central Midfielder,Attack,M (C),10,4,17,9,13,13,15,3,2,10,9,11,13,13,13,12,1,9,16,13,15,2,12,13,4,13,17,6,10,14,13,1,12,18,10,10,2,3,1,15,16,11,15,17,2,17,14,1992-09-27,1992-09-27,granit xhaka
Remo Freuler,1992-04-15,Suíça,1,98006034,,Remo Freuler,15/4/1992 (30 years old),SUI,English Premier Division,Nottm Forest,England (Premier Division),Right,Very Strong,Reasonable,"DM, M (C)",180 cm,80 kg,30,€26M - €38M,"€226,000 p/m",369,41,Main,46,8,Leader,-,Ball Winning Midfielder,Defend,M (C),13,1,14,14,15,14,14,3,4,13,13,8,12,14,15,14,2,9,15,12,8,2,9,10,3,11,12,6,11,15,12,3,12,14,11,14,2,3,2,16,12,13,16,14,3,15,16,1992-04-15,1992-04-15,remo freuler
Denis Zakaria,1996-11-20,Suíça,1,98034601,,Denis Zakaria,20/11/1996 (25 years old),SUI,English Premier Division,Chelsea,England (Premier Division),Right,Very Strong,Weak,"DM, M (C)",191 cm,81 kg,25,€16.5M - €20M,"€251,000 p/m",190,16,Main,40,8,Physical,-,Ball Winning Midfielder,Defend,DM,14,1,17,13,14,15,17,3,1,13,13,7,9,12,15,14,2,10,13,12,8,3,11,15,4,11,11,12,13,15,14,2,15,13,8,14,2,2,2,17,15,16,16,13,1,12,17,1996-11-20,1996-11-20,denis zakaria
Djibril Sow,1997-02-06,Suíça,1,98034373,,Djibril Sow,6/2/1997 (25 years old),SUI,Bundesliga,Eintracht Frankfurt,Germany (Bundesliga),Right,Very Strong,Reasonable,"DM, M (C)",184 cm,76 kg,25,€12M - €14M,"€181,000 p/m",196,14,Main,30,6,Physical,-,Mezzala,Support,M (C),13,2,15,13,12,12,10,3,2,13,11,8,10,13,12,13,3,9,13,10,8,1,9,12,2,9,12,7,10,17,14,3,17,14,10,11,2,2,4,16,12,12,13,14,1,14,16,1997-02-06,1997-02-06,djibril sow
Renato Steffen,1991-11-03,Suíça,1,98029078,,Renato Steffen,3/11/1991 (30 years old),SUI,Swiss Super League,Lugano,Switzerland (Super League),Left,Reasonable,Very Strong,"WB (L), M/AM (RL)",170 cm,65 kg,30,€475K - €4.8M,"€64,000 p/m",338,66,Main,25,-,Physical,-,Defensive Winger,Support,M (L),13,3,17,11,12,12,16,2,3,10,11,11,12,10,16,11,1,11,11,10,10,2,14,8,2,7,12,6,11,13,13,3,15,11,8,12,1,3,2,14,11,12,17,12,3,12,16,1991-11-03,1991-11-03,renato steffen
Edimilson Fernandes,1996-04-15,Suíça,1,98030084,Lst,Edimilson Fernandes,15/4/1996 (26 years old),SUI,Bundesliga,Mainz 05,Germany (Bundesliga),Right,Very Strong,Reasonable,"WB (R), DM, M (RLC), AM (C)",187 cm,77 kg,26,€2.4M,"€150,000 p/m",219,15,,22,6,Technical,-,Inverted Winger,Support,M (L),13,2,12,12,12,14,11,3,2,11,12,13,12,10,11,12,3,8,13,13,12,1,8,12,2,5,12,7,11,12,12,3,13,14,7,11,1,1,2,14,12,11,12,15,2,13,11,1996-04-15,1996-04-15,edimilson fernandes
Fabian Frei,1989-01-08,Suíça,1,69002450,,Fabian Frei,8/1/1989 (33 years old),SUI,Swiss Super League,Basel,Switzerland (Super League),Right,Very Strong,Reasonable,"DM, M (C)",183 cm,80 kg,33,Not for Sale,"€46,000 p/m",470,61,,22,22,Intelligent,-,Deep Lying Playmaker,Defend,DM,9,3,13,10,15,14,13,2,1,15,14,9,9,15,13,11,3,9,13,8,9,1,11,13,2,13,12,7,11,12,11,4,9,14,14,13,3,3,2,15,12,11,18,13,3,12,12,1989-01-08,1989-01-08,fabian frei
Michel Aebischer,1997-01-06,Suíça,1,98040986,,Michel Aebischer,6/1/1997 (25 years old),SUI,Italian Serie A,Bologna,Italy (Serie A),Right,Very Strong,Fairly Strong,M/AM (C),183 cm,74 kg,25,€5.8M - €8.8M,"€53,500 p/m",172,20,,10,6,Technical,-,Central Midfielder,Support,M (C),12,2,10,10,13,13,10,3,3,15,13,13,11,15,11,12,1,8,14,11,13,3,9,9,2,12,12,8,8,12,12,1,11,15,10,9,2,1,2,15,13,11,15,14,1,12,14,1997-01-06,1997-01-06,michel aebischer
Ardon Jashari,2002-06-30,Suíça,3,84161856,,Ardon Jashari,30/7/2002 (19 years old),SUI,Swiss Super League,Luzern,Switzerland (Super League),Left,Reasonable,Very Strong,"DM, M (C)",181 cm,82 kg,19,€5.4M - €8.2M,"€30,500 p/m",44,7,U21,0,1,Physical,-,Advanced Playmaker,Support,M (C),12,1,15,12,11,15,8,3,1,13,13,11,10,13,16,13,3,11,13,14,10,2,5,8,1,14,12,4,9,13,10,2,11,14,9,9,2,2,3,14,16,9,14,13,1,13,14,2002-07-30,2002-07-30,ardon jashari
Fabian Rieder,2002-02-16,Suíça,1,84152512,,Fabian Rieder,16/2/2002 (20 years old),SUI,Swiss Super League,Young Boys,Switzerland (Super League),Left,Weak,Very Strong,M/AM (C),179 cm,74 kg,20,€14M - €21M,"€33,000 p/m",61,3,U21,0,9,Technical,-,Advanced Playmaker,Support,M (C),12,3,13,13,13,11,10,3,3,14,14,12,12,15,15,13,3,8,15,13,12,3,8,8,2,10,12,5,7,13,12,2,13,14,8,9,2,3,1,14,10,11,14,15,2,13,14,2002-02-16,2002-02-16,fabian rieder
Haris Seferović,1992-02-22,Suíça,1,69004248,,Haris Seferovic,22/2/1992 (30 years old),SUI,Turkish Super League,Galatasaray,Turkey (Super League),Left,Fairly Strong,Very Strong,ST (C),186 cm,83 kg,30,€500K - €5.2M,"€158,000 p/m",286,91,Main,86,11,Physical,-,Target Forward,Support,ST (C),12,3,14,12,15,17,16,3,3,11,12,9,12,13,13,12,3,13,13,11,9,3,12,14,3,12,12,8,7,14,14,1,12,13,11,8,1,3,1,13,16,9,15,13,1,14,12,1992-02-22,1992-02-22,haris seferovic
Breel Embolo,1997-02-14,Suíça,1,98029385,,Breel Embolo,14/2/1997 (25 years old),SUI,Ligue 1 Uber Eats,AS Monaco,France (Ligue 1 Uber Eats),Right,Very Strong,Reasonable,"M (R), AM (RC), ST (C)",187 cm,88 kg,25,€18M - €21M,"€291,000 p/m",205,53,Main,56,4,Physical,-,Pressing Forward,Attack,ST (C),14,2,16,13,13,16,16,1,1,11,10,6,8,11,15,14,1,12,12,15,7,2,12,13,1,6,12,6,7,12,15,2,16,12,12,7,4,2,3,13,17,8,14,14,2,13,16,1997-02-14,1997-02-14,breel embolo
Ruben Vargas,1998-08-05,Suíça,1,98041215,Inj,Rubén Vargas,5/8/1998 (23 years old),SUI,Bundesliga,FC Augsburg,Germany (Bundesliga),Right,Very Strong,Fairly Strong,M/AM (RL),178 cm,68 kg,23,€8M - €9.8M,"€50,000 p/m",167,39,,24,7,Technical,-,Inverted Winger,Support,M (L),14,2,15,16,10,12,14,2,2,11,9,10,13,12,14,15,1,12,14,15,11,1,10,9,3,7,13,5,6,14,14,1,14,12,10,8,3,1,1,12,8,9,12,14,1,12,15,1998-08-05,1998-08-05,ruben vargas
Christian Fassnacht,1993-11-11,Suíça,1,98033448,,Christian Fassnacht,11/11/1993 (28 years old),SUI,Swiss Super League,Young Boys,Switzerland (Super League),Right,Very Strong,Reasonable,"M/AM (RL), ST (C)",185 cm,77 kg,28,€8.2M - €12M,"€94,000 p/m",326,102,,15,-,Physical,-,Raumdeuter,Attack,AM (R),13,2,13,12,16,14,13,1,3,13,12,9,12,14,16,12,2,13,13,11,9,2,13,13,1,8,10,5,6,12,16,3,14,12,8,6,4,1,2,14,13,9,16,13,3,10,16,1993-11-11,1993-11-11,christian fassnacht
Noah Okafor,2000-05-24,Suíça,1,98040226,Wnt,Noah Okafor,24/5/2000 (22 years old),SUI,Austrian Premier Division,FC RB Salzburg,Austria (Premier Division),Right,Very Strong,Fairly Strong,AM (RL),185 cm,80 kg,22,€11.5M - €17M,"€68,000 p/m",103,23,Main,8,8,Physical,-,Inverted Winger,Support,AM (L),17,1,12,11,12,11,12,2,2,9,9,8,11,10,11,13,2,14,14,11,8,1,7,12,3,7,11,7,7,12,14,1,15,11,8,7,3,2,2,13,12,7,12,15,3,12,13,2000-05-24,2000-05-24,noah okafor
Ibrahim Danlad,,Gana,3,13200569,,Ibrahim Sadiq,7/5/2000 (22 years old),GHA,Swedish Premier Division,BK Häcken,Sweden (Premier Division),Right Only,Very Strong,Weak,AM (RL),166 cm,65 kg,22,€1M - €2.1M,"€3,600 p/m",73,8,,0,3,Technical,-,Winger,Support,AM (R),16,2,13,12,12,8,12,2,3,12,12,9,11,12,8,13,1,10,13,12,9,1,4,6,3,6,11,7,4,11,13,1,15,12,11,4,1,1,1,11,7,7,13,13,1,10,13,2000-05-07,2000-05-07,ibrahim sadiq
Abdul Manaf Nurudeen,,Gana,3,27128916,,Abdul Mumin,6/6/1998 (24 years old),GHA,Spanish First Division,Vallecano,Spain (First Division),Right,Very Strong,Reasonable,D (C),188 cm,80 kg,24,€650K - €9.8M,"€50,500 p/m",107,1,Main,0,-,Physical,-,Ball Playing Defender,Cover,D (C),13,2,13,14,13,13,16,3,4,13,15,5,5,12,8,11,3,6,12,15,5,3,12,15,1,4,6,10,15,15,9,3,16,13,4,14,2,2,2,13,14,11,13,12,2,11,12,1998-06-06,1998-06-06,abdul mumin
Lawrence Ati-Zigi,,Gana,3,2000082740,,Lawrence Agyekum,23/11/2003 (18 years old),GHA,Austrian First Division,FC Liefering,Austria (First Division),Right,Very Strong,Reasonable,M/AM (C),173 cm,65 kg,18,€170K - €1.7M,"€8,750 p/m",45,5,U20,0,-,Creative,-,Mezzala,Support,M (C),13,2,7,13,5,8,9,3,2,8,6,5,3,13,14,9,1,8,13,14,2,3,6,7,1,9,7,4,7,12,7,3,13,13,5,6,3,2,3,9,6,9,8,13,2,13,12,2003-11-23,2003-11-23,lawrence agyekum
Daniel Amartey,,Gana,3,93034815,,Daniel Amartey,21/12/1994 (27 years old),GHA,English Premier Division,Leicester,England (Premier Division),Right,Very Strong,Reasonable,"D (RC), DM, M (C)",186 cm,79 kg,27,€20M - €25M,"€276,000 p/m",164,5,Main,44,-,Leader,-,Full-Back,Support,D (R),11,2,15,12,13,13,15,2,3,12,13,6,12,13,17,11,1,6,12,5,8,3,14,13,3,8,10,8,15,13,11,1,12,12,9,13,1,3,1,15,15,14,15,12,2,10,16,1994-12-21,1994-12-21,daniel amartey
Mohammed Salisu,,Gana,3,67270690,Wnt,Mohammed Salisu,17/4/1999 (23 years old),GHA,English Premier Division,Southampton,England (Premier Division),Left Only,Weak,Very Strong,D (C),191 cm,82 kg,23,€39M - €58M,"€201,000 p/m",116,2,Main,0,-,Physical,-,Wide Centre-Back,Defend,D (C),14,1,12,13,15,12,14,2,1,12,14,7,9,12,14,10,1,6,11,9,6,1,16,15,3,12,8,14,14,13,9,3,14,11,6,15,1,2,1,15,16,16,15,12,2,12,15,1999-04-17,1999-04-17,mohammed salisu
Alexander Djiku,,Gana,3,48036760,Wnt,Alexander Djiku,9/8/1994 (27 years old),GHA,Ligue 1 Uber Eats,Strasbourg,France (Ligue 1 Uber Eats),Right,Very Strong,Weak,"D (C), DM",182 cm,74 kg,27,€450K - €7M,"€70,000 p/m",189,3,Main,17,-,Leader,-,Wide Centre-Back,Defend,D (C),13,3,15,12,13,15,17,1,3,13,15,6,11,13,14,10,2,5,12,10,6,1,15,12,3,10,5,11,14,15,10,3,13,11,8,14,4,3,1,15,14,14,13,12,1,8,15,1994-08-09,1994-08-09,alexander djiku
Alidu Seidu,,Gana,3,49063222,Wnt,Alidu Seidu,4/6/2000 (22 years old),GHA,Ligue 1 Uber Eats,Clermont,France (Ligue 1 Uber Eats),Right,Very Strong,Weak,"D (RLC), WB (R)",173 cm,68 kg,22,€110K - €5.6M,"€34,500 p/m",43,-,,2,-,Physical,-,No-Nonsense Full-Back,Defend,D (R),14,2,11,11,11,14,15,3,3,10,13,10,11,12,14,10,3,6,11,11,8,3,11,11,1,10,9,12,13,15,10,2,12,10,9,12,1,1,2,14,15,13,12,11,2,11,12,2000-06-04,2000-06-04,alidu seidu
Joseph Aidoo,,Gana,3,13158416,Wnt,Joseph Aidoo,29/9/1995 (26 years old),GHA,Spanish First Division,Vigo,Spain (First Division),Right Only,Very Strong,Weak,D (C),184 cm,80 kg,26,€400K - €8.6M,"€158,000 p/m",189,5,,8,8,Physical,-,Central Defender,Defend,D (C),14,2,12,15,12,15,14,4,3,11,9,7,7,13,14,7,2,4,11,7,8,3,14,12,3,11,7,9,14,15,8,3,14,11,6,13,2,3,2,15,16,15,14,11,3,11,13,1995-09-29,1995-09-29,joseph aidoo
Tariq Lamptey,,Gana,3,28112993,,Tariq Lamptey,30/9/2000 (21 years old),GHA,English Premier Division,Brighton,England (Premier Division),Right,Very Strong,Reasonable,"D/WB (RL), M (R)",164 cm,62 kg,21,€79M - €93M,"€226,000 p/m",50,1,Main,0,-,Leader,-,Complete Wing-Back,Support,D (R),20,1,10,16,12,15,14,2,2,13,12,6,11,11,14,14,1,8,12,11,6,1,7,2,1,8,7,6,7,13,12,1,16,12,9,9,3,1,2,14,6,11,12,12,3,10,14,2000-09-30,2000-09-30,tariq lamptey
Denis Odoi,,Gana,3,8156635,,Denis Odoi,27/5/1988 (34 years old),GHA,Jupiler Pro League,Club Brugge,Belgium (Jupiler Pro League),Right,Very Strong,Reasonable,"D (RC), DM",178 cm,76 kg,34,€80K - €800K,"€65,000 p/m",436,12,,3,-,Leader,-,Wing-Back,Defend,D (R),13,3,16,13,11,10,14,1,4,11,12,10,12,12,15,13,4,8,13,13,10,1,11,14,2,12,9,11,13,15,12,3,13,13,9,14,3,3,3,12,10,12,13,13,3,11,13,1988-05-27,1988-05-27,denis odoi
Baba Abdul Rahman,,Gana,3,27128916,,Abdul Mumin,6/6/1998 (24 years old),GHA,Spanish First Division,Vallecano,Spain (First Division),Right,Very Strong,Reasonable,D (C),188 cm,80 kg,24,€650K - €9.8M,"€50,500 p/m",107,1,Main,0,-,Physical,-,Ball Playing Defender,Cover,D (C),13,2,13,14,13,13,16,3,4,13,15,5,5,12,8,11,3,6,12,15,5,3,12,15,1,4,6,10,15,15,9,3,16,13,4,14,2,2,2,13,14,11,13,12,2,11,12,1998-06-06,1998-06-06,abdul mumin
Gideon Mensah,,Gana,3,16199712,,Gideon Mensah,18/7/1998 (23 years old),GHA,Ligue 1 Uber Eats,AJ Auxerre,France (Ligue 1 Uber Eats),Left,Reasonable,Very Strong,D/WB (L),178 cm,64 kg,23,€500K - €4.9M,"€29,000 p/m",132,-,Main,11,-,Technical,-,Wing-Back,Defend,D (L),16,2,12,15,13,8,13,3,2,12,13,9,9,11,12,13,3,4,12,13,9,4,11,10,2,8,8,7,12,12,10,2,17,12,8,9,3,3,3,13,12,14,13,12,3,12,15,1998-07-18,1998-07-18,gideon mensah
Thomas Partey,,Gana,3,67175052,,Thomas Partey,13/6/1993 (29 years old),GHA,English Premier Division,Arsenal,England (Premier Division),Right,Very Strong,Reasonable,"DM, M (C)",185 cm,80 kg,29,€92M - €137M,"€804,000 p/m",281,27,Main,40,-,Intelligent,-,Carrilero,Support,M (C),13,2,13,13,15,12,14,2,3,15,13,8,10,15,13,12,2,10,14,11,9,3,13,14,2,12,13,10,12,11,13,3,14,15,8,14,2,2,3,16,15,14,16,13,3,14,15,1993-06-13,1993-06-13,thomas partey
Salis Abdul Samed,,Gana,3,49060803,,Salis Abdul Samed,26/3/2000 (22 years old),GHA,Ligue 1 Uber Eats,RC Lens,France (Ligue 1 Uber Eats),Right,Very Strong,Weak,"DM, M (C)",179 cm,69 kg,22,€8M - €10M,"€23,000 p/m",43,1,,0,-,Physical,-,Anchor,Defend,DM,13,2,10,12,12,11,11,3,3,11,12,8,11,13,11,11,1,6,12,11,10,2,10,10,1,10,9,9,13,13,10,2,13,12,8,13,2,3,2,14,14,13,12,12,2,12,13,2000-03-26,2000-03-26,salis abdul samed
Elisha Owusu,,Gana,3,48036651,Wnt,Elisha Owusu,7/11/1997 (24 years old),GHA,Jupiler Pro League,AA Gent,Belgium (Jupiler Pro League),Right,Very Strong,Weak,"DM, M (C)",182 cm,72 kg,24,€120K - €1.2M,"€67,000 p/m",108,-,Main,2,-,Physical,-,Ball Winning Midfielder,Defend,DM,13,3,13,11,14,13,13,2,3,11,13,8,8,12,12,9,2,8,11,10,7,1,11,10,2,14,9,8,13,14,10,3,12,13,8,15,3,1,3,16,13,14,15,12,3,10,15,1997-11-07,1997-11-07,elisha owusu
Mohammed Kudus,,Gana,3,13200568,,Mohammed Kudus,2/8/2000 (21 years old),GHA,Eredivisie,Ajax,Holland (Eredivisie),Left,Fairly Strong,Very Strong,"M/AM (C), ST (C)",177 cm,70 kg,21,€27M - €38M,"€78,000 p/m",89,24,Main,16,-,Physical,-,Shadow Striker,Attack,AM (C),16,2,15,15,14,14,13,1,3,13,11,12,10,10,13,15,2,13,14,13,11,1,7,8,3,6,10,11,7,14,13,4,14,14,14,7,1,2,1,13,14,6,12,16,1,12,12,2000-08-02,2000-08-02,mohammed kudus
Daniel-Kofi Kyereh,,Gana,3,91179959,,Daniel-Kofi Kyereh,8/3/1996 (26 years old),GHA,Bundesliga,SC Freiburg,Germany (Bundesliga),Right,Very Strong,Reasonable,"M/AM (RLC), ST (C)",179 cm,73 kg,26,€220K - €2.2M,"€21,500 p/m",186,58,,12,-,Physical,-,Inverted Winger,Support,AM (L),14,2,9,14,10,12,9,3,1,10,11,9,10,11,10,13,2,13,11,13,10,3,11,12,2,7,10,9,8,11,12,1,14,12,10,7,1,3,3,11,10,5,11,13,4,11,12,1996-03-08,1996-03-08,danielkofi kyereh
Daniel Afriyie,,Gana,3,2000082737,,Daniel Owusu,25/1/2003 (19 years old),GHA,Austrian First Division,Vienna FC,Austria (First Division),Right,Very Strong,Reasonable,AM (RL),183 cm,75 kg,19,€800K - €1.8M,"€5,000 p/m",49,6,U20,0,-,Technical,-,Winger,Attack,AM (R),14,3,15,12,10,8,8,3,2,7,6,8,11,10,13,14,3,8,14,10,5,1,7,7,1,12,9,3,4,14,10,2,14,11,1,7,1,1,1,8,9,7,5,11,1,10,9,2003-01-25,2003-01-25,daniel owusu
Kamal Sowah,,Gana,3,13183090,,Kamal Sowah,9/1/2000 (22 years old),GHA,Jupiler Pro League,Club Brugge,Belgium (Jupiler Pro League),Left Only,Weak,Very Strong,"M (R), AM (RLC)",179 cm,66 kg,22,€750K - €9.2M,"€86,500 p/m",83,11,Main,0,-,Physical,-,Inverted Winger,Support,AM (R),16,2,11,13,14,12,13,3,2,13,12,10,11,9,14,12,2,12,12,15,9,1,7,13,1,5,10,5,5,13,15,3,14,10,12,8,3,1,1,14,11,12,14,11,2,12,14,2000-01-09,2000-01-09,kamal sowah
André Ayew,,Gana,3,8442448,,André Ayew,17/12/1989 (32 years old),GHA,Qatar Stars League,Al-Sadd,Qatar (Stars League),Left Only,Weak,Very Strong,"AM (RL), ST (C)",175 cm,72 kg,32,€950K - €9.4M,"€209,000 p/m",433,123,Main,107,12,Leader,-,Inside Forward,Attack,AM (R),12,2,13,14,15,16,17,3,2,16,14,9,10,10,15,16,4,15,15,15,11,4,15,10,1,18,12,5,6,15,12,1,11,9,14,7,3,3,1,15,13,7,11,14,1,8,14,1989-12-17,1989-12-17,andre ayew
Osman Bukari,,Gana,3,18107122,,Osman Bukari,13/12/1998 (23 years old),GHA,Serbian SuperLeague,Crvena zvezda,Serbia (SuperLeague),Right,Very Strong,Fairly Strong,M/AM (R),170 cm,68 kg,23,€4M - €6M,"€21,500 p/m",102,18,,6,-,Technical,-,Winger,Attack,AM (R),16,4,10,15,9,7,12,3,2,13,11,12,12,13,13,15,1,12,12,12,11,1,8,7,1,9,9,5,5,11,11,3,16,13,12,5,3,2,2,10,8,6,9,15,3,9,9,1998-12-13,1998-12-13,osman bukari
Kamal Deen Sulemana,,Gana,3,29244869,,Kamaldeen Sulemana,15/2/2002 (20 years old),GHA,Ligue 1 Uber Eats,Rennes,France (Ligue 1 Uber Eats),Right,Very Strong,Fairly Strong,M/AM (L),175 cm,69 kg,20,€7M - €8.2M,"€40,000 p/m",62,18,,11,-,Creative,-,Inverted Winger,Attack,AM (L),16,4,9,15,12,8,11,1,3,12,9,8,11,12,13,15,3,14,12,17,6,1,5,8,3,3,12,2,3,12,14,2,16,11,10,5,1,1,1,8,7,3,9,16,2,12,12,2002-02-15,2002-02-15,kamaldeen sulemana
Abdul Fatawu Issahaku,,Gana,3,27128916,,Abdul Mumin,6/6/1998 (24 years old),GHA,Spanish First Division,Vallecano,Spain (First Division),Right,Very Strong,Reasonable,D (C),188 cm,80 kg,24,€650K - €9.8M,"€50,500 p/m",107,1,Main,0,-,Physical,-,Ball Playing Defender,Cover,D (C),13,2,13,14,13,13,16,3,4,13,15,5,5,12,8,11,3,6,12,15,5,3,12,15,1,4,6,10,15,15,9,3,16,13,4,14,2,2,2,13,14,11,13,12,2,11,12,1998-06-06,1998-06-06,abdul mumin
Jordan Ayew,,Gana,3,34010721,,Jordan Ayew,11/9/1991 (30 years old),GHA,English Premier Division,Crystal Palace,England (Premier Division),Right,Very Strong,Weak,"M (R), AM (RL)",182 cm,78 kg,30,€7.4M - €8.8M,"€201,000 p/m",380,62,Main,81,1,Physical,-,Winger,Support,AM (R),14,2,14,13,13,13,14,3,3,10,12,5,10,11,17,14,1,10,14,11,9,1,11,11,3,6,10,5,11,15,14,2,13,11,12,11,2,2,1,17,13,14,14,12,1,11,18,1991-09-11,1991-09-11,jordan ayew
Iñaki Williams,,Gana,3,67184349,,Iñaki Williams,15/6/1994 (28 years old),GHA,Spanish First Division,A. Bilbao,Spain (First Division),Right,Very Strong,Reasonable,"M (RL), AM (RLC), ST (C)",186 cm,80 kg,28,€135M - €162M,"€956,000 p/m",304,69,Main,0,-,Physical,-,Winger,Support,AM (R),16,3,10,13,12,11,15,2,2,10,12,7,12,11,12,14,3,11,14,11,9,3,13,12,3,7,10,7,7,18,14,3,18,10,9,11,2,3,1,14,13,7,12,14,2,12,15,1994-06-15,1994-06-15,inaki williams
Antoine Semenyo,,Gana,3,29194724,Inj,Antoine Semenyo,7/1/2000 (22 years old),GHA,Sky Bet Championship,Bristol City,England (Sky Bet Championship),Right,Very Strong,Reasonable,"M/AM (RL), ST (C)",178 cm,63 kg,22,€7.2M - €11M,"€12,500 p/m",124,16,Main,1,-,Physical,-,Inverted Winger,Support,AM (L),14,1,12,14,10,11,12,2,1,11,9,8,11,10,16,13,1,12,12,14,11,2,10,10,1,8,10,6,6,12,13,3,14,11,7,11,1,2,2,13,12,8,11,12,1,12,12,2000-01-07,2000-01-07,antoine semenyo
